District Name,Question,Response,Week_End
Cle Elum-Roslyn School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Clover Park School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Colfax School District,Are you directly providing or funding child care for your community? ,No,9-May
College Place School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Columbia (Stevens) School District,Are you directly providing or funding child care for your community? ,No,9-May
Columbia (WallaWalla) School Dis..,Are you directly providing or funding child care for your community? ,No,9-May
Colville School District,Are you directly providing or funding child care for your community? ,No,9-May
Conway School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Coulee-Hartline School District,Are you directly providing or funding child care for your community? ,No,9-May
Coupeville School District,Are you directly providing or funding child care for your community? ,Yes,9-May
